0,0,1,25,0.84714,8.34,5,7,8,9,19,0.00408,100,-17,100
0,0,1,25,0.84714,32.36,5,7,10,13,1000,0.01,98,-15.9,98
0,0,1,25,0.84714,12.9,5,8,10,13,47,0.004,100,-16.4,100
0,0,1,25,0.84714,7.5,5,6,7,9,11,0.00356,100,-17.1,100
0,0,1,25,0.84714,9.38,5,7,9,11,21,0.00338,100,-16.5,100
0,0,1,25,0.84714,9.52,5,7,9,11,17,0.00302,100,-16.6,100
0,0,1,25,0.84714,11.18,4,6,9,12,39,0.00488,100,-16.5,100
0,0,1,25,0.84714,11.8,4,6,9,13,41,0.00444,100,-16.7,100
0,0,1,25,0.84714,9.76,4,6,8,12,24,0.0043,100,-16.4,100
0,0,1,25,0.84714,10.1,4,6,9,12,24,0.00416,100,-16.6,100
0,0,1,250,0.3079,12.06,9,11,12,13,22,0.0434,100,-15.5,100
0,0,1,250,0.3079,77.62,13,23,29,45,1000,0.24764,96,-14,96
0,0,1,250,0.3079,64.72,14,23,30.5,63,1000,0.20604,94,-13.6,94
0,0,1,250,0.3079,9.76,7,9,10,11,14,0.03558,100,-15.9,100
0,0,1,250,0.3079,13.94,8,12,14,16,22,0.04926,100,-15,100
0,0,1,250,0.3079,14.02,8,11,14,16,21,0.0491,100,-15.5,100
0,0,1,250,0.3079,30.46,12,24,26,32,114,0.12136,100,-15.1,100
0,0,1,250,0.3079,30.3,11,23,28.5,34,63,0.1199,100,-14.9,100
0,0,1,250,0.3079,17.38,9,15,17,20,30,0.07128,100,-15,100
0,0,1,250,0.3079,16.9,4,14,16,20,27,0.06902,96,NaN,96
