0,0,1,25,0.84714,42.64,5,9,14,31,630,0.0123,100,-15.5,100
0,0,1,25,0.84714,8.34,5,7,8,9,19,0.0038,100,-17,100
0,0,1,25,0.84714,12.3,5,7,10,13,45,0.00408,100,-16.3,100
0,0,1,25,0.84714,12.92,5,8,10,13,46,0.00374,100,-16.4,100
0,0,1,25,0.84714,14.58,5,8,12,17,43,0.00424,100,-15.9,100
0,0,1,25,0.84714,7.5,5,6,7,9,11,0.00326,100,-17.1,100
0,0,1,25,0.84714,9.38,5,7,9,11,22,0.00308,100,-16.4,100
0,0,1,25,0.84714,9.54,5,7,9,11,17,0.00282,100,-16.7,100
0,0,1,25,0.84714,43.66,4,8,14,34,643,0.01466,100,-15.8,100
0,0,1,25,0.84714,8.22,4,5,7,9,30,0.0038,100,-16.7,100
0,0,1,25,0.84714,10.98,4,6,9,12,42,0.00436,100,-16.6,100
0,0,1,25,0.84714,11.5,4,6,9,13,37,0.00408,100,-16.6,100
0,0,1,25,0.84714,14.52,4,7,12,17,44,0.0054,100,-16.1,100
0,0,1,25,0.84714,7.24,4,5,7,8,16,0.0034,100,-16.6,100
0,0,1,25,0.84714,9.74,4,6,8,12,30,0.00412,100,-16.4,100
0,0,1,25,0.84714,9.8,4,6,9,12,19,0.0038,100,-16.5,100
0,0,1,250,0.3079,201.56,21,70,114.5,196,1000,0.732,94,-13.3,98
0,0,1,250,0.3079,12.06,9,11,12,13,22,0.04486,100,-15.5,100
0,0,1,250,0.3079,33.16,13,23,27,36,91,0.12858,100,-14.3,100
0,0,1,250,0.3079,37.12,14,22,30,43,142,0.13904,100,-14.5,100
0,0,1,250,0.3079,24.32,9,16,24,30,56,0.08928,100,-14.5,100
0,0,1,250,0.3079,9.76,7,9,10,11,14,0.03622,100,-15.9,100
0,0,1,250,0.3079,13.88,8,12,14,16,20,0.05212,100,-15.1,100
0,0,1,250,0.3079,14.02,8,12,14,16,22,0.05056,100,-15.4,100
0,0,1,250,0.3079,211.7,21,81,126,211,1000,0.9056,94,-13.4,98
0,0,1,250,0.3079,14.82,8,12,14,16,37,0.06734,100,-15.1,100
0,0,1,250,0.3079,29.74,12,22,27,34,67,0.12864,100,-14.8,100
0,0,1,250,0.3079,29.82,11,23,28,33,62,0.13044,100,-14.7,100
0,0,1,250,0.3079,26.12,10,18,25,32,63,0.11434,100,-14.6,100
0,0,1,250,0.3079,10.8,7,9,10.5,12,18,0.04738,100,-15.2,100
0,0,1,250,0.3079,17.14,9,15,17,19,29,0.0752,100,-15,100
0,0,1,250,0.3079,16.88,11,14,16,19,24,0.07268,100,-14.9,100
