0,0,1,25,0.84714,8.34,5,7,8,9,19,0.00436,100,-17,100
0,0,1,25,0.84714,12.28,5,7,10,13,44,0.00484,100,-16.3,100
0,0,1,25,0.84714,12.92,5,8,10,13,46,0.00448,100,-16.4,100
0,0,1,25,0.84714,7.5,5,6,7,9,11,0.0044,100,-17.1,100
0,0,1,25,0.84714,9.38,5,7,9,11,22,0.00426,100,-16.4,100
0,0,1,25,0.84714,9.54,5,7,9,11,17,0.00372,100,-16.7,100
0,0,1,25,0.84714,11.04,4,6,9,12,42,0.00546,100,-16.6,100
0,0,1,25,0.84714,11.6,4,6,9,13,42,0.00514,100,-16.6,100
0,0,1,25,0.84714,9.5,4,6,8,12,24,0.00478,100,-16.4,100
0,0,1,25,0.84714,9.78,4,6,9,12,19,0.00446,100,-16.5,100
0,0,1,250,0.3079,12.06,9,11,12,13,22,0.05182,100,-15.5,100
0,0,1,250,0.3079,58.84,13,23,27.5,36,1000,0.22302,98,-14,98
0,0,1,250,0.3079,47.38,14,22,30,43,435,0.19196,100,-14.5,100
0,0,1,250,0.3079,9.76,7,9,10,11,14,0.04252,100,-15.9,100
0,0,1,250,0.3079,13.88,8,12,14,16,20,0.06062,100,-15.1,100
0,0,1,250,0.3079,14.02,8,12,14,16,22,0.05864,100,-15.4,100
0,0,1,250,0.3079,29.86,12,22,27,35,67,0.14622,100,-14.9,100
0,0,1,250,0.3079,30,11,23,28,33,62,0.14686,100,-14.7,100
0,0,1,250,0.3079,17.24,9,15,17,19,29,0.08516,100,-15,100
0,0,1,250,0.3079,17.08,11,14,16,19,25,0.08454,100,-14.9,100
